Jason Mraz  Colbie Caillat,Logged In,Chloe,F,4,Cuevas,189.6224,free,San FranciscoOaklandHayward CA,PUT,NextSong,1540940782796.0,437,Lucky Album Version,200,1541932814796,Mozilla50 Windows NT 51 rv310 Gecko20100101 Firefox310,49
Jamie Lidell,Logged In,Chloe,F,5,Cuevas,175.25506,free,San FranciscoOaklandHayward CA,PUT,NextSong,1540940782796.0,437,Enoughs Enough,200,1541933003796,Mozilla50 Windows NT 51 rv310 Gecko20100101 Firefox310,49
Feist,Logged In,Chloe,F,6,Cuevas,212.79302,free,San FranciscoOaklandHayward CA,PUT,NextSong,1540940782796.0,437,Mushaboom Postal Service Mix,200,1541933178796,Mozilla50 Windows NT 51 rv310 Gecko20100101 Firefox310,49
None,Logged In,Chloe,F,7,Cuevas,,free,San FranciscoOaklandHayward CA,PUT,Logout,1540940782796.0,437,None,307,1541933179796,Mozilla50 Windows NT 51 rv310 Gecko20100101 Firefox310,49
None,Logged In,Chloe,F,11,Cuevas,,free,San FranciscoOaklandHayward CA,GET,Home,1540940782796.0,437,None,200,1541934168796,Mozilla50 Windows NT 51 rv310 Gecko20100101 Firefox310,49
Sex Slaves,Logged In,Chloe,F,12,Cuevas,175.51628,free,San FranciscoOaklandHayward CA,PUT,NextSong,1540940782796.0,437,Were Going Out Tonight,200,1541934891796,Mozilla50 Windows NT 51 rv310 Gecko20100101 Firefox310,49
None,Logged In,Chloe,F,0,Cuevas,,free,San FranciscoOaklandHayward CA,GET,Home,1540940782796.0,469,None,200,1541943439796,Mozilla50 Windows NT 51 rv310 Gecko20100101 Firefox310,49
Rise Against,Logged In,Chloe,F,1,Cuevas,169.482,free,San FranciscoOaklandHayward CA,PUT,NextSong,1540940782796.0,469,To Them These Streets Belong,200,1541943682796,Mozilla50 Windows NT 51 rv310 Gecko20100101 Firefox310,49
None,Logged In,Mohammad,M,0,Rodriguez,,free,SacramentoRosevilleArdenArcade CA,GET,Home,1540511766796.0,441,None,200,1541944080796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,88
BeyoncÃÂ,Logged In,Mohammad,M,1,Rodriguez,359.54893,free,SacramentoRosevilleArdenArcade CA,PUT,NextSong,1540511766796.0,441,Get Me Bodied,200,1541944343796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,88
Nate Dogg,Logged In,Mohammad,M,2,Rodriguez,356.38812,free,SacramentoRosevilleArdenArcade CA,PUT,NextSong,1540511766796.0,441,Never Leave Me Alone,200,1541944702796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,88
None,Logged In,Cierra,F,0,Finley,,free,Richmond VA,GET,Home,1541013292796.0,443,None,200,1541945130796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit537774 KHTML like Gecko Version705 Safari537774,96
Taylor Swift,Logged In,Cierra,F,1,Finley,233.89995,free,Richmond VA,PUT,NextSong,1541013292796.0,443,Love Story,200,1541945143796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit537774 KHTML like Gecko Version705 Safari537774,96
Lynyrd Skynyrd,Logged In,Ryan,M,0,Smith,216.60689,free,San JoseSunnyvaleSanta Clara CA,PUT,NextSong,1541016707796.0,452,Sweet home Alabama,200,1541945274796,Mozilla50 X11 Linux x86_64 AppleWebKit53736 KHTML like Gecko Ubuntu Chromium3601985125 Chrome3601985125 Safari53736,26
Kelis,Logged In,Cierra,F,2,Finley,293.58975,free,Richmond VA,PUT,NextSong,1541013292796.0,443,Caught Out There Explicit,200,1541945376796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit537774 KHTML like Gecko Version705 Safari537774,96
The Kills,Logged In,Cierra,F,3,Finley,203.38893,free,Richmond VA,PUT,NextSong,1541013292796.0,443,Last Day Of Magic,200,1541945669796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit537774 KHTML like Gecko Version705 Safari537774,96
None,Logged In,Aleena,F,0,Kirby,,paid,WaterlooCedar Falls IA,GET,Home,1541022995796.0,448,None,200,1541945702796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
Collie Buddz featuring Paul Wall,Logged In,Aleena,F,1,Kirby,271.62077,paid,WaterlooCedar Falls IA,PUT,NextSong,1541022995796.0,448,What A Feeling,200,1541945706796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
Charttraxx Karaoke,Logged In,Cierra,F,4,Finley,225.17506,free,Richmond VA,PUT,NextSong,1541013292796.0,443,Fireflies,200,1541945872796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit537774 KHTML like Gecko Version705 Safari537774,96
Band Of Horses,Logged In,Aleena,F,2,Kirby,321.14893,paid,WaterlooCedar Falls IA,PUT,NextSong,1541022995796.0,448,The Funeral Album Version,200,1541945977796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
Coldplay,Logged In,Aleena,F,3,Kirby,307.51302,paid,WaterlooCedar Falls IA,PUT,NextSong,1541022995796.0,448,Clocks,200,1541946298796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
Bon Jovi,Logged In,Aleena,F,4,Kirby,228.75383,paid,WaterlooCedar Falls IA,PUT,NextSong,1541022995796.0,448,Have A Nice Day,200,1541946605796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
POD,Logged In,Aleena,F,5,Kirby,203.7024,paid,WaterlooCedar Falls IA,PUT,NextSong,1541022995796.0,448,Alive 2006 Remastered Album Version,200,1541946833796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
Bloc Party,Logged In,Aleena,F,6,Kirby,222.04036,paid,WaterlooCedar Falls IA,PUT,NextSong,1541022995796.0,448,Plans Replanned by Mogwai,200,1541947036796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
Los Prisioneros,Logged In,Aleena,F,7,Kirby,211.12118,paid,WaterlooCedar Falls IA,PUT,NextSong,1541022995796.0,448,Pa Pa Pa,200,1541947258796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
Octopus Project,Logged In,Aleena,F,8,Kirby,175.25506,paid,WaterlooCedar Falls IA,PUT,NextSong,1541022995796.0,448,Lots More Stairs,200,1541947469796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
Roudoudou,Logged In,Aleena,F,9,Kirby,18.41587,paid,WaterlooCedar Falls IA,PUT,NextSong,1541022995796.0,448,Ecoute Ce Scratch,200,1541947644796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
Africando,Logged In,Aleena,F,10,Kirby,253.54404,paid,WaterlooCedar Falls IA,PUT,NextSong,1541022995796.0,448,Tierra Tradicional,200,1541947662796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
RUNDMC Featuring Method Man_ Kenny Cash_ Mike Ransom_ and Jamel Simmons,Logged In,Aleena,F,11,Kirby,266.52689,paid,WaterlooCedar Falls IA,PUT,NextSong,1541022995796.0,448,Simmons Incorporated,200,1541947915796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
None,Logged In,Colm,M,0,Santana,,free,NashvilleDavidsonMurfreesboroFranklin TN,GET,Home,1540856629796.0,414,None,200,1541948035796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,67
Graham Coxon,Logged In,Colm,M,1,Santana,197.14567,free,NashvilleDavidsonMurfreesboroFranklin TN,PUT,NextSong,1540856629796.0,414,Im Goin Away,200,1541948047796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,67
Queens Of The Stone Age,Logged In,Aleena,F,12,Kirby,231.02649,paid,WaterlooCedar Falls IA,PUT,NextSong,1541022995796.0,448,In The Fade,200,1541948181796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
Dance Gavin Dance,Logged In,Colm,M,2,Santana,193.30567,free,NashvilleDavidsonMurfreesboroFranklin TN,PUT,NextSong,1540856629796.0,414,Strawberry AndrÃÂ Album Version,200,1541948244796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,67
None,Logged In,Colm,M,3,Santana,,free,NashvilleDavidsonMurfreesboroFranklin TN,GET,Home,1540856629796.0,414,None,200,1541948258796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,67
Passion Pit,Logged In,Aleena,F,13,Kirby,243.69587,paid,WaterlooCedar Falls IA,PUT,NextSong,1541022995796.0,448,Eyes As Candles,200,1541948412796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
None,Logged In,Aleena,F,14,Kirby,,paid,WaterlooCedar Falls IA,GET,Home,1541022995796.0,448,None,200,1541948426796,Mozilla50 Macintosh Intel Mac OS X 109 rv310 Gecko20100101 Firefox310,44
Black Eyed Peas,Logged In,Colm,M,4,Santana,229.61587,free,NashvilleDavidsonMurfreesboroFranklin TN,PUT,NextSong,1540856629796.0,414,Lets Get It Started,200,1541948437796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,67
Plastic Bertrand,Logged In,Colm,M,5,Santana,180.00934,free,NashvilleDavidsonMurfreesboroFranklin TN,PUT,NextSong,1540856629796.0,414,Ca plane pour moi,200,1541948666796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,67
Cream,Logged In,Colm,M,6,Santana,166.5824,free,NashvilleDavidsonMurfreesboroFranklin TN,PUT,NextSong,1540856629796.0,414,Strange Brew,200,1541948846796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,67
Coldplay,Logged In,Colm,M,7,Santana,284.39465,free,NashvilleDavidsonMurfreesboroFranklin TN,PUT,NextSong,1540856629796.0,414,A Message,200,1541949012796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,67
Cute Is What We Aim For,Logged In,Colm,M,8,Santana,172.22485,free,NashvilleDavidsonMurfreesboroFranklin TN,PUT,NextSong,1540856629796.0,414,Sweat the Battle Before the Battle Sweats You Album Version,200,1541949296796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,67
Metallica,Logged In,Connar,M,0,Moreno,256.9922,free,HoustonThe WoodlandsSugar Land TX,PUT,NextSong,1540823606796.0,218,Of Wolf And Man,200,1541952079796,Mozilla50 Macintosh Intel Mac OS X 10_10 AppleWebKit53846 KHTML like Gecko Version80 Safari53846,62
The Kills,Logged In,Connar,M,1,Moreno,217.70404,free,HoustonThe WoodlandsSugar Land TX,PUT,NextSong,1540823606796.0,218,Tape Song,200,1541952335796,Mozilla50 Macintosh Intel Mac OS X 10_10 AppleWebKit53846 KHTML like Gecko Version80 Safari53846,62
Foo Fighters,Logged In,Connar,M,2,Moreno,271.38567,free,HoustonThe WoodlandsSugar Land TX,PUT,NextSong,1540823606796.0,218,The Pretender,200,1541952552796,Mozilla50 Macintosh Intel Mac OS X 10_10 AppleWebKit53846 KHTML like Gecko Version80 Safari53846,62
Plaid,Logged In,Connar,M,3,Moreno,260.96281,free,HoustonThe WoodlandsSugar Land TX,PUT,NextSong,1540823606796.0,218,Eyen Chosen by fans on Warp20net,200,1541952823796,Mozilla50 Macintosh Intel Mac OS X 10_10 AppleWebKit53846 KHTML like Gecko Version80 Safari53846,62
None,Logged In,Brayden,M,0,Clark,,free,New YorkNewarkJersey City NYNJPA,GET,Home,1541029236796.0,120,None,200,1541954601796,Mozilla50 Windows NT 61 WOW64 rv310 Gecko20100101 Firefox310,41
None,Logged In,Theodore,M,0,Harris,,free,Red Bluff CA,GET,Home,1541097374796.0,462,None,200,1541959679796,Mozilla50 Windows NT 61 WOW64 rv310 Gecko20100101 Firefox310,14
The Van Pelt,Logged In,Theodore,M,1,Harris,208.71791,free,Red Bluff CA,PUT,NextSong,1541097374796.0,462,Its New To Me,200,1541959713796,Mozilla50 Windows NT 61 WOW64 rv310 Gecko20100101 Firefox310,14
None,Logged In,Ryan,M,0,Smith,,free,San JoseSunnyvaleSanta Clara CA,GET,Home,1541016707796.0,472,None,200,1541962018796,Mozilla50 X11 Linux x86_64 AppleWebKit53736 KHTML like Gecko Ubuntu Chromium3601985125 Chrome3601985125 Safari53736,26
44,Logged In,Ryan,M,1,Smith,224.57424,free,San JoseSunnyvaleSanta Clara CA,PUT,NextSong,1541016707796.0,472,Make You Smile,200,1541962092796,Mozilla50 X11 Linux x86_64 AppleWebKit53736 KHTML like Gecko Ubuntu Chromium3601985125 Chrome3601985125 Safari53736,26
None,Logged In,Rylan,M,0,George,,free,BirminghamHoover AL,GET,Home,1541020249796.0,446,None,200,1541962134796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit537774 KHTML like Gecko Version705 Safari537774,16
Chris Brown,Logged In,Rylan,M,1,George,275.1473,free,BirminghamHoover AL,PUT,NextSong,1541020249796.0,446,I May Never Find,200,1541962141796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit537774 KHTML like Gecko Version705 Safari537774,16
KT Tunstall,Logged In,Ryan,M,2,Smith,170.47465,free,San JoseSunnyvaleSanta Clara CA,PUT,NextSong,1541016707796.0,472,Black Horse And The Cherry Tree Radio Version,200,1541962316796,Mozilla50 X11 Linux x86_64 AppleWebKit53736 KHTML like Gecko Ubuntu Chromium3601985125 Chrome3601985125 Safari53736,26
Cascada,Logged In,Rylan,M,2,George,184.39791,free,BirminghamHoover AL,PUT,NextSong,1541020249796.0,446,Kids In America,200,1541962416796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit537774 KHTML like Gecko Version705 Safari537774,16
Incubus,Logged In,Ryan,M,3,Smith,293.38077,free,San JoseSunnyvaleSanta Clara CA,PUT,NextSong,1541016707796.0,472,Black Heart Inertia,200,1541962486796,Mozilla50 X11 Linux x86_64 AppleWebKit53736 KHTML like Gecko Ubuntu Chromium3601985125 Chrome3601985125 Safari53736,26
None,Logged In,Ryan,M,4,Smith,,free,San JoseSunnyvaleSanta Clara CA,GET,Help,1541016707796.0,472,None,200,1541962633796,Mozilla50 X11 Linux x86_64 AppleWebKit53736 KHTML like Gecko Ubuntu Chromium3601985125 Chrome3601985125 Safari53736,26
None,Logged In,Ryan,M,5,Smith,,free,San JoseSunnyvaleSanta Clara CA,GET,Home,1541016707796.0,472,None,200,1541962656796,Mozilla50 X11 Linux x86_64 AppleWebKit53736 KHTML like Gecko Ubuntu Chromium3601985125 Chrome3601985125 Safari53736,26
None,Logged In,Tegan,F,0,Levine,,paid,PortlandSouth Portland ME,GET,Home,1540794356796.0,435,None,200,1541965304796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Miike Snow,Logged In,Tegan,F,1,Levine,220.83873,paid,PortlandSouth Portland ME,PUT,NextSong,1540794356796.0,435,Black  Blue,200,1541965305796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Cartola,Logged In,Tegan,F,2,Levine,208.92689,paid,PortlandSouth Portland ME,PUT,NextSong,1540794356796.0,435,Sala De RecepÃÂÃÂo,200,1541965525796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Kill The Client,Logged In,Tegan,F,3,Levine,70.68689,paid,PortlandSouth Portland ME,PUT,NextSong,1540794356796.0,435,Commander In Thief,200,1541965733796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
None,Logged In,Tegan,F,4,Levine,,paid,PortlandSouth Portland ME,GET,Home,1540794356796.0,435,None,200,1541965947796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Wolfmother,Logged In,Tegan,F,5,Levine,175.82975,paid,PortlandSouth Portland ME,PUT,NextSong,1540794356796.0,435,Woman,200,1541966183796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Old Crow Medicine Show,Logged In,Tegan,F,6,Levine,231.73179,paid,PortlandSouth Portland ME,PUT,NextSong,1540794356796.0,435,Wagon Wheel,200,1541966358796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Architecture In Helsinki,Logged In,Tegan,F,7,Levine,173.73995,paid,PortlandSouth Portland ME,PUT,NextSong,1540794356796.0,435,Debbie,200,1541966589796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Charlie Louvin,Logged In,Tegan,F,8,Levine,170.86649,paid,PortlandSouth Portland ME,PUT,NextSong,1540794356796.0,435,I Think Ill Live,200,1541966762796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Miguel Morales,Logged In,Tegan,F,9,Levine,270.78485,paid,PortlandSouth Portland ME,PUT,NextSong,1540794356796.0,435,La Derrota de Un Don Juan,200,1541966932796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Dominique A,Logged In,Tegan,F,10,Levine,153.20771,paid,PortlandSouth Portland ME,PUT,NextSong,1540794356796.0,435,Le Courage Des Oiseaux,200,1541967202796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Cock Sparrer,Logged In,Tegan,F,11,Levine,203.25832,paid,PortlandSouth Portland ME,PUT,NextSong,1540794356796.0,435,Run With The Blind,200,1541967355796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Jimmy Wakely,Logged In,Tegan,F,12,Levine,165.74649,paid,PortlandSouth Portland ME,PUT,NextSong,1540794356796.0,435,I Love You So Much It Hurts,200,1541967558796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Peter Doherty,Logged In,Tegan,F,13,Levine,217.02485,paid,PortlandSouth Portland ME,PUT,NextSong,1540794356796.0,435,A Little Death Around the Eyes,200,1541967723796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Katy Perry,Logged In,Tegan,F,14,Levine,246.41261,paid,PortlandSouth Portland ME,PUT,NextSong,1540794356796.0,435,Thinking Of You,200,1541967940796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985143 Safari53736,80
Sidewalk Prophets,Logged In,Molly,F,0,Taylor,260.62322,free,St Louis MOIL,PUT,NextSong,1540992766796.0,464,You Love Me Anyway Album,200,1541970568796,Mozilla50 X11 Linux x86_64 AppleWebKit53736 KHTML like Gecko Chrome370206294 Safari53736,35
Rise Against,Logged In,Molly,F,1,Taylor,221.17832,free,St Louis MOIL,PUT,NextSong,1540992766796.0,464,Torches,200,1541970828796,Mozilla50 X11 Linux x86_64 AppleWebKit53736 KHTML like Gecko Chrome370206294 Safari53736,35
KNaan,Logged In,Molly,F,2,Taylor,220.49914,free,St Louis MOIL,PUT,NextSong,1540992766796.0,464,Wavin  Flag,200,1541971049796,Mozilla50 X11 Linux x86_64 AppleWebKit53736 KHTML like Gecko Chrome370206294 Safari53736,35
Patrick Jumpen,Logged In,Ryan,M,0,Smith,208.87465,free,San JoseSunnyvaleSanta Clara CA,PUT,NextSong,1541016707796.0,480,Holiday,200,1541979540796,Mozilla50 X11 Linux x86_64 AppleWebKit53736 KHTML like Gecko Ubuntu Chromium3601985125 Chrome3601985125 Safari53736,26
Alicia Keys,Logged In,Ryan,M,1,Smith,216.47628,free,San JoseSunnyvaleSanta Clara CA,PUT,NextSong,1541016707796.0,480,Empire State Of Mind Part II Broken Down,200,1541979748796,Mozilla50 X11 Linux x86_64 AppleWebKit53736 KHTML like Gecko Ubuntu Chromium3601985125 Chrome3601985125 Safari53736,26
Great Lake Swimmers,Logged In,Kevin,M,0,Arellano,215.11791,free,HarrisburgCarlisle PA,PUT,NextSong,1540006905796.0,815,Your Rocky Spine,200,1542931645796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,66
Soziedad Alkoholika,Logged In,Kevin,M,1,Arellano,204.7473,free,HarrisburgCarlisle PA,PUT,NextSong,1540006905796.0,815,Va Bien,200,1542931860796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,66
Franz Ferdinand,Logged In,Kevin,M,2,Arellano,172.01587,free,HarrisburgCarlisle PA,PUT,NextSong,1540006905796.0,815,Eleanor Put Your Boots On,200,1542932064796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,66
Modest Mouse,Logged In,Kevin,M,3,Arellano,209.52771,free,HarrisburgCarlisle PA,PUT,NextSong,1540006905796.0,815,Float On,200,1542932236796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,66
Adam Lambert,Logged In,Kevin,M,4,Arellano,266.44853,free,HarrisburgCarlisle PA,PUT,NextSong,1540006905796.0,815,Aftermath,200,1542932445796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,66
Parni Valjak,Logged In,Kevin,M,5,Arellano,259.83955,free,HarrisburgCarlisle PA,PUT,NextSong,1540006905796.0,815,Dok si pored mene,200,1542932711796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,66
None,Logged In,Kevin,M,6,Arellano,,free,HarrisburgCarlisle PA,GET,Home,1540006905796.0,815,None,200,1542932752796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,66
Flaw,Logged In,Kevin,M,7,Arellano,265.89995,free,HarrisburgCarlisle PA,PUT,NextSong,1540006905796.0,815,Not Enough,200,1542932970796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,66
Foo Fighters,Logged In,Kevin,M,8,Arellano,250.14812,free,HarrisburgCarlisle PA,PUT,NextSong,1540006905796.0,815,Everlong,200,1542933235796,Mozilla50 Macintosh Intel Mac OS X 10_9_4 AppleWebKit53736 KHTML like Gecko Chrome3601985125 Safari53736,66
